Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,Target,Target_predicted
61, Private,72442.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
46, Self-emp-not-inc,265097.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Germany,0,0
57, Private,322691.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1,1
30, Private,140612.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,2051.0,40.0, United-States,0,1
43, Private,223934.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
70,,152837.0, HS-grad,9.0, Widowed,, Unmarried, White, Female,0.0,0.0,20.0, United-States,0,0
64, Private,213391.0, 9th,5.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,40.0, United-States,0,0
61, Private,53707.0, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0,0
26, Federal-gov,271243.0, 12th,8.0, Never-married, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,40.0, Haiti,0,0
23, Private,103064.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
42, Self-emp-inc,230592.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,0,1
42, Federal-gov,177937.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0,,0,0
33, Private,203463.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
69,,138386.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,1409.0,0.0,35.0, United-States,0,0
19, Private,143404.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,30.0, United-States,0,0
23, Private,182117.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,0,0
30, Private,113433.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, Black, Female,0.0,0.0,40.0, United-States,0,0
48, Private,59380.0, Some-college,10.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,45.0, United-States,0,0
76, Self-emp-not-inc,42162.0, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,2.0, United-States,0,0
27, Private,110073.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, England,1,0
48,,142719.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,48.0, United-States,1,0
21, Private,36011.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
48, Self-emp-inc,275100.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, Greece,1,1
36, Self-emp-not-inc,269509.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0,0
22, State-gov,125010.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,20.0, United-States,0,0
69, Private,104827.0, HS-grad,9.0, Widowed, Tech-support, Unmarried, White, Female,0.0,0.0,8.0, United-States,0,0
36, Private,82488.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,0,1
55, Private,199919.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,15.0, United-States,0,0
23, Private,316793.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, Black, Female,0.0,0.0,35.0, United-States,0,0
49, Private,166215.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
46, Private,191821.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
24, Self-emp-not-inc,162688.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
27, Self-emp-not-inc,227332.0, Bachelors,13.0, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,50.0,,0,0
55, Private,128045.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
28, Private,258231.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
20,,216672.0, Some-college,10.0, Never-married,, Own-child, White, Male,0.0,0.0,30.0, United-States,0,0
21, Private,811615.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,50.0, United-States,0,0
66,,28367.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
58, Local-gov,81132.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,80.0, Philippines,1,1
32, Private,155193.0, HS-grad,9.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States,0,0
27, Private,311446.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,60.0, Germany,0,0
42,,148951.0, Bachelors,13.0, Divorced,, Not-in-family, White, Female,0.0,0.0,12.0, Ecuador,0,0
44, Private,262233.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,47.0, United-States,0,0
21, Private,172047.0, Some-college,10.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,20.0, United-States,0,0
41, Private,171231.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru,0,0
53, Private,104258.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
61, Private,56248.0, 1st-4th,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,60.0, United-States,1,0
31, Private,187802.0, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
25, Private,177423.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,4416.0,0.0,45.0, Philippines,0,0
57, Self-emp-not-inc,130957.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1887.0,70.0, United-States,1,1
50, Private,132465.0, 1st-4th,2.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,0,0
70,,187972.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
59, Private,186479.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0,1
40, Private,196626.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States,1,0
67,,110122.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,32.0, United-States,1,0
31, Private,213339.0, HS-grad,9.0, Separated, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
25, Private,116915.0, Some-college,10.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,0,0
29, Private,251526.0, Some-college,10.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,20.0, United-States,0,0
26, Private,133766.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States,0,0
57, Self-emp-not-inc,50990.0, Some-college,10.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
28, Private,202182.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
31, Private,328199.0, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Female,2354.0,0.0,40.0, United-States,0,0
39, Self-emp-not-inc,169542.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,40.0, United-States,1,1
26, Private,182380.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
32, Private,153353.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
39, Private,454585.0, 5th-6th,3.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,54.0, Mexico,0,0
36, Private,170842.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States,0,1
72, Private,138790.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,30.0, United-States,0,0
28, Private,68021.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
18, Private,200290.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,35.0, United-States,0,0
57, Private,211678.0, 10th,6.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,64.0, United-States,0,0
67,,46449.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,10.0, United-States,0,0
21, Private,116657.0, HS-grad,9.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,40.0, United-States,0,0
20, Private,367240.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,0,0
43, Self-emp-inc,123490.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1,1
43, Private,311534.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States,1,0
49, Private,220618.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,37.0, United-States,0,0
24, State-gov,334693.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,0,0
52, Local-gov,72036.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,25.0, United-States,0,0
36, Private,130808.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
33, Self-emp-inc,137421.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,45.0, South,0,1
63, Private,210350.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,32.0, Mexico,0,0
73, Self-emp-not-inc,151255.0, Some-college,10.0, Widowed, Farming-fishing, Not-in-family, White, Female,0.0,0.0,75.0, United-States,0,0
66,,143417.0, Assoc-voc,11.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,45.0, United-States,0,0
45, Federal-gov,363418.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1,1
63, Private,156127.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States,0,0
31, Private,61898.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,1,0
67, Private,70737.0, 9th,5.0, Widowed, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,32.0, United-States,0,0
32, Private,108247.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3103.0,0.0,40.0, United-States,1,1
18, Private,105854.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, Other, Male,0.0,0.0,32.0, United-States,0,0
58, Private,100303.0, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
46, Private,263727.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1,1
29, Private,185386.0, 5th-6th,3.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,42.0, Mexico,0,0
37, Private,180714.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Male,0.0,0.0,48.0, United-States,0,0
39, Private,30056.0, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,0,0
30, Local-gov,79190.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
67,,401273.0, Some-college,10.0, Widowed,, Not-in-family, White, Female,0.0,0.0,5.0, United-States,0,0
38, Private,177134.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, Black, Female,0.0,0.0,40.0, United-States,0,0
35, Private,187625.0, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,1,0
50, Self-emp-inc,145714.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1,0
76, Private,25319.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,8.0, United-States,0,0
70, Self-emp-inc,223275.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0,1
28, Private,159724.0, Bachelors,13.0, Married-spouse-absent, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0,0
45, Local-gov,384627.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,2580.0,0.0,18.0, United-States,0,1
35, Self-emp-not-inc,313132.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1,1
54, Local-gov,116428.0, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
18, Private,178759.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,0,0
46, Private,190072.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
60, Private,96660.0, HS-grad,9.0, Divorced, Sales, Other-relative, White, Female,0.0,0.0,33.0, United-States,0,0
19, Private,201178.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,25.0, United-States,0,0
47, State-gov,142856.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1,1
18, Private,41879.0, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,25.0, United-States,0,0
24, Private,408585.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0.0,0.0,45.0, Mexico,0,0
51, State-gov,42901.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,70.0, United-States,1,1
30, Private,307353.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,35.0, United-States,0,0
41, Private,70447.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,60.0, United-States,0,1
39, Private,66687.0, Some-college,10.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,45.0, United-States,0,0
30, Private,327112.0, 11th,7.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
31, Private,32289.0, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
21, Private,175121.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,0,0
23, Private,149574.0, Some-college,10.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0,0
56, Self-emp-not-inc,42166.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
45, Private,114774.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,2258.0,55.0, United-States,0,0
64, Local-gov,152172.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0.0,0.0,40.0,,0,0
34, Federal-gov,408813.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States,1,0
35, Private,215323.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
48, Self-emp-inc,192755.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,55.0, Canada,1,0
52, Private,173987.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
24, Private,255575.0, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,30.0, United-States,0,0
38, State-gov,116975.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,1887.0,50.0, United-States,1,1
46, Self-emp-not-inc,481987.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,0,0
61, Private,385583.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
33, Private,206707.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0,0
48, Private,148995.0, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Male,14084.0,0.0,45.0, United-States,1,1
37, Private,261241.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1485.0,50.0, United-States,0,0
35, Private,297697.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0,1
22, Private,535852.0, 10th,6.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, Mexico,0,0
61, Private,242552.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,37.0, Honduras,0,0
21, Private,99970.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,15.0, United-States,0,0
20, Private,198478.0, HS-grad,9.0, Never-married, Farming-fishing, Other-relative, White, Male,0.0,0.0,40.0, United-States,0,0
35, Private,187167.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0,0
28, Private,239753.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
47, Private,341814.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0, United-States,0,1
19, Private,456736.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,2907.0,0.0,30.0, United-States,0,0
58,,129632.0, HS-grad,9.0, Never-married,, Not-in-family, White, Female,0.0,0.0,4.0, United-States,0,0
17, Private,188758.0, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,0,0
48, Private,44216.0, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0,0
45,,319993.0, HS-grad,9.0, Widowed,, Unmarried, White, Female,0.0,0.0,40.0, Mexico,0,0
31, Private,176430.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
45, Private,40666.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Italy,0,1
53, Private,233369.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,0,0
25, Local-gov,311603.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,55.0, United-States,0,0
46, Local-gov,274689.0, Assoc-acdm,12.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
42, Private,360879.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
33, Private,51185.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
42, Private,347890.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,50.0, United-States,1,1
23, Private,215395.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
29, Private,257992.0, Assoc-voc,11.0, Never-married, Sales, Own-child, Black, Male,0.0,0.0,23.0, United-States,0,0
24, Private,375698.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, Japan,0,0
39, Private,93174.0, HS-grad,9.0, Divorced, Transport-moving, Own-child, White, Male,0.0,0.0,60.0, United-States,0,0
52, Private,163776.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,60.0, United-States,1,1
42, State-gov,214781.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Male,0.0,1876.0,38.0, United-States,0,0
25, State-gov,120268.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Own-child, White, Male,0.0,0.0,50.0, United-States,1,0
43, Self-emp-not-inc,136986.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,50.0, United-States,1,1
37, Private,149347.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
22,,334593.0, Some-college,10.0, Never-married,, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
36, Private,174242.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,50.0, United-States,1,1
37, Private,280549.0, Bachelors,13.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,0,0
47, Private,231284.0, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, Other, Male,0.0,0.0,40.0, Puerto-Rico,0,0
41, Private,121012.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,0,0
48, Private,102202.0, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,50.0, United-States,0,0
43, Private,343061.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, Cuba,0,0
57, Self-emp-not-inc,170988.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.0, United-States,0,0
39, Private,323385.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,0,1
39, Private,373699.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,1
51,,123429.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
55, Local-gov,56915.0, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,8.0, United-States,0,0
47, Private,275095.0, 9th,5.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,50.0, United-States,0,0
35, Private,116369.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
19, Private,37688.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,25.0, United-States,0,0
19, Private,163885.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States,0,0
27, Private,104017.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,1902.0,30.0, United-States,1,1
27, Private,110622.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,0,0
52, Private,113843.0, Some-college,10.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,45.0, United-States,0,0
67, Private,131656.0, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,2392.0,24.0, United-States,1,1
55, Private,210318.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
51, Private,143822.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0,1
19,,264228.0, Some-college,10.0, Never-married,, Own-child, White, Female,0.0,0.0,12.0, United-States,0,0
38, Self-emp-not-inc,331374.0, 11th,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,60.0, United-States,0,0
45, Private,139571.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,1,0
53, Private,108836.0, 9th,5.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
46, Private,116338.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0,0
46, Private,261059.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1,1
53, Federal-gov,40641.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,1,1
44, Self-emp-not-inc,460259.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,1,0
35, Private,179579.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,48.0, United-States,1,1
38, Federal-gov,198841.0, Some-college,10.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0,0
57, State-gov,132145.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,45.0, United-States,1,1
46, Private,41223.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
45, Self-emp-inc,61885.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,48.0, United-States,1,1
18, Private,65098.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,15.0, United-States,0,0
57, Private,124771.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1740.0,40.0, United-States,0,0
30, Private,103200.0, Masters,14.0, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Taiwan,0,0
38, Private,157473.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States,0,1
38, Private,278403.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,48.0, United-States,0,0
28, Private,134890.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1,0
24, Private,251603.0, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,20.0, United-States,0,0
26, Self-emp-not-inc,263300.0, Assoc-acdm,12.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,75.0, United-States,0,0
55, Private,184948.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
41, Private,137142.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0,0
53, State-gov,33795.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0,0
